SITC Revision 2 Product Code,SITC Revision 2 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
72632,"Printing type,impressed flongs & matrices etc.",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72641,Rotary printing presses,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72671,Printing machinery,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72672,Mach.for uses ancillary to printing,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72681,Bookbinding machinery,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72689,Parts of bookbinding machinery,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72691,Parts of the machines of 726.31,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72699,"Parts of the machines of 726.4-,726.7-",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72711,Mach.for working cereals or dried vegetables,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72719,Parts of the machinery of 727.11,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72721,Mach.for the animal & vegetable fats & oil indust.,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72722,"Mach.used in bakery,chocolate,macaroni semilar ind",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72729,Parts of the food processing mach. of 727.22,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72811,"Mach.tools for working stone,ceramics asbestos etc",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72812,"Mach.tools for working wood,cork,bone,plastics etc",3823,Manufacture of metal and wood working machinery
72819,Parts of the machinery of 728.1-,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72831,"Mach.for sorting,screening,separating,washing ores",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72832,"Mach.for crushing or grinding earth,stone,ores",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72833,"Mach.for mixing or kneading earth,stone,ores",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72834,"Mach.for agglomerating,moulding etc.solid fuels",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72839,Parts of the machinery of 728.3-,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72841,Glass working machines and parts,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72842,Mach. for the rubber & artifical plastic mat.ind.,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72843,Mach.& appliances for tobacco industry,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72844,Mach.& appliances for treating wood,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72845,Mach.& appliances for treating metals or carbides,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72848,Other mach.having individual functions,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72849,"Parts of the mach.of 723.48 & 727.21, 727.42/48",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
73611,Mach.tools for working metals by electronic proces,3823,Manufacture of metal and wood working machinery
73612,Gear cutting machinery,3823,Manufacture of metal and wood working machinery
73613,"Lathes,metalworking",3823,Manufacture of metal and wood working machinery
73614,"Reaming or milling machines,metalworking",3823,Manufacture of metal and wood working machinery
73615,"Drilling & boring machines,metalworking",3823,Manufacture of metal and wood working machinery
73616,"Sawing machines,metalworking",3823,Manufacture of metal and wood working machinery
73617,"Planing machines,metalworking",3823,Manufacture of metal and wood working machinery
73618,Tapping or screw-cutting machines,3823,Manufacture of metal and wood working machinery
73619,"Sharpening,trimming,trueing,grinding etc.machines",3823,Manufacture of metal and wood working machinery
73621,"Forging & stamping machines,metalworking",3823,Manufacture of metal and wood working machinery
73622,"Bending forming,folding & flattening machines",3823,Manufacture of metal and wood working machinery
73623,"Shearing,punching or notching machines",3823,Manufacture of metal and wood working machinery
73628,Other metalworking presses,3823,Manufacture of metal and wood working machinery
73711,"Converters,ladles,ingot moulds and casting mach.",3823,Manufacture of metal and wood working machinery
73719,Parts of the machines of 737.11,3823,Manufacture of metal and wood working machinery
73721,Rolling mills,3823,Manufacture of metal and wood working machinery
73729,Rolls for and parts of rolling mills,3823,Manufacture of metal and wood working machinery
73731,"Gas-operated welding,brazing,surface-tempering m.",3823,Manufacture of metal and wood working machinery
73732,"Electric welding,brazing,cutting mach.and parts",3823,Manufacture of metal and wood working machinery
74131,"Ind.& lab.electric furnaces,ovens,induction equip.",3829,Machinery and equipment except electrical not elsewhere classified
74132,"Ind.& lab.furnaces & ovens,non electric,and parts",3829,Machinery and equipment except electrical not elsewhere classified
74141,"Refrigerators & refrig.equipment,ex.household",3829,Machinery and equipment except electrical not elsewhere classified
74149,Parts of refrigerators and refrigerating equipment,3829,Machinery and equipment except electrical not elsewhere classified
74281,Pumps for dispensing fuel or lubricants,3829,Machinery and equipment except electrical not elsewhere classified
74288,"Pumps for liquids,n.e.s.,liq.elevators,chain kind",3829,Machinery and equipment except electrical not elsewhere classified
74411,"Work trucks,mechanic. propel.,for short distances",3829,Machinery and equipment except electrical not elsewhere classified
74419,Parts of the trucks of 744.11,3829,Machinery and equipment except electrical not elsewhere classified
74421,"Pulley tackle and hoist,winches,capstans",3829,Machinery and equipment except electrical not elsewhere classified
74422,"Ships derricks,cranes,mobile lifting frames",3829,Machinery and equipment except electrical not elsewhere classified
74423,"Elevators and conveyors,pneumatic",3829,Machinery and equipment except electrical not elsewhere classified
74424,Lifts and skip hoists,3829,Machinery and equipment except electrical not elsewhere classified
74425,"Escalators,moving stairs and pavements",3829,Machinery and equipment except electrical not elsewhere classified
74428,"Other lifting,handling,loading machinery,n.e.s.",3829,Machinery and equipment except electrical not elsewhere classified
74511,"Tools for working in the hand,pneumatic motor",3829,Machinery and equipment except electrical not elsewhere classified
74519,Parts of the tools of 745.11,3829,Machinery and equipment except electrical not elsewhere classified
74521,"Calendering & sim.rolling mach,and cylinders,parts",3829,Machinery and equipment except electrical not elsewhere classified
74522,"Mach.for cleaning,filling,closing etc.bottles,cans",3829,Machinery and equipment except electrical not elsewhere classified
74523,Parts of the machinery of 745.22 and 775.3-,3829,Machinery and equipment except electrical not elsewhere classified
74524,Automatic vending machines and parts,3829,Machinery and equipment except electrical not elsewhere classified
74525,Weighing machinery incl.weight-operated counting,3825,"Manufacture of office, computing and accounting machinery"
74526,"Weighing machine,weights of all kinds and parts",3825,"Manufacture of office, computing and accounting machinery"
74527,"Mechanical appliances,spray guns,fire extinguisher",3829,Machinery and equipment except electrical not elsewhere classified
74991,"Moulding boxes for metal foundry,moulds",3823,Manufacture of metal and wood working machinery
74992,Gaskets & sim.joints of metal sheeting,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
74999,Machinery parts not containing electrical connect.,3829,Machinery and equipment except electrical not elsewhere classified
75111,"Typewriters,electric",3825,"Manufacture of office, computing and accounting machinery"
75112,"Typewritters,non electric",3825,"Manufacture of office, computing and accounting machinery"
75121,Calculating machines,3825,"Manufacture of office, computing and accounting machinery"
75122,"Accounting machines,bookkeeping machines",3825,"Manufacture of office, computing and accounting machinery"
75123,Cash registers incorporating a calculating device,3825,"Manufacture of office, computing and accounting machinery"
75128,"Postage-franking,ticket-issuing etc.machines",3825,"Manufacture of office, computing and accounting machinery"
75181,"Duplicating machines,hectograph or stencil etc",3825,"Manufacture of office, computing and accounting machinery"
75182,Photo-copying apparatus,3825,"Manufacture of office, computing and accounting machinery"
75188," other office machines,adressing,coin-sorting etc.",3825,"Manufacture of office, computing and accounting machinery"
75911,Parts of and accessories suitable for 751.1-,3825,"Manufacture of office, computing and accounting machinery"
75915,Parts of and accessories suitable for 751.18/81/88,3825,"Manufacture of office, computing and accounting machinery"
75919,Parts of and accessories suitable for 751.82,3825,"Manufacture of office, computing and accounting machinery"
76311,"Gramophones,electric,coin-operated",3832,"Manufacture of radio, television and communication equipment and apparatus"
76318,Other electric gramophones & record players,3832,"Manufacture of radio, television and communication equipment and apparatus"
76381,Television image and sound recorders/reproducers,3832,"Manufacture of radio, television and communication equipment and apparatus"
76388,Dictating mach.and other sound recorders,3832,"Manufacture of radio, television and communication equipment and apparatus"
76481,Radiotelephonic or radiotelegraphic receivers,3832,"Manufacture of radio, television and communication equipment and apparatus"
76482,Television cameras,3832,"Manufacture of radio, television and communication equipment and apparatus"
76483,"Radio navigational aid apparatus,radar apparatus",3832,"Manufacture of radio, television and communication equipment and apparatus"
76491,Parts of apparatus of 764.1-,3832,"Manufacture of radio, television and communication equipment and apparatus"
76492,Parts of apparatus of 764.2-,3832,"Manufacture of radio, television and communication equipment and apparatus"
76493,"Parts of a apparatus of 761--,762--,764.3-,764.8-",3832,"Manufacture of radio, television and communication equipment and apparatus"
76499,Parts of apparatus of 763--,3832,"Manufacture of radio, television and communication equipment and apparatus"
77111,Liquid dielectric transformers,3831,Manufacture of electrical industrial machinery and apparatus
77118,Other electric transformers,3831,Manufacture of electrical industrial machinery and apparatus
77121,"Static converters,rectifiers & rectifying app.",3831,Manufacture of electrical industrial machinery and apparatus
77122,Inductors,3831,Manufacture of electrical industrial machinery and apparatus
77129,Parts of electric power machinery of 771--,3831,Manufacture of electrical industrial machinery and apparatus
77322,Electrical insulators of glass,3610,"Manufacture of pottery, china and earthenware"
77323,Electrical insulators of ceramic materials,3620,Manufacture of glass and glass products
77324,Electrical insulators of other materials,3560,Manufacture of plastic products not elsewhere classified
77325,"Insulating fittings for electrical machines,glass",3610,"Manufacture of pottery, china and earthenware"
77326,"Insulating fittings for electrical machines,ceram.",3620,Manufacture of glass and glass products
77327,Insulating fittings for electrical machines other,3560,Manufacture of plastic products not elsewhere classified
77511,"Clothes washing machines,not exceeding 6 kgs",3829,Machinery and equipment except electrical not elsewhere classified
77512,"Clothes drying machines,other than industrial",3829,Machinery and equipment except electrical not elsewhere classified
77521,Refrigerators of household type,3829,Machinery and equipment except electrical not elsewhere classified
77522,Deep-freezers of household type,3829,Machinery and equipment except electrical not elsewhere classified
77571,Vacuum cleaners & floor polishers,3833,Manufacture of electrical appliances and housewares
77572,Vented hoods and room fans,3833,Manufacture of electrical appliances and housewares
77573,"Food grinders & mixers,fruit-juice extractors",3833,Manufacture of electrical appliances and housewares
77578,"Other electro-mechanical,dom.appliances",3833,Manufacture of electrical appliances and housewares
77579,Parts of elec.-mech.domestic appl.of 775.7-,3833,Manufacture of electrical appliances and housewares
77581,Electr.storage water heaters & immersion heaters,3833,Manufacture of electrical appliances and housewares
77582,"Electr.soil heating apparatus,space heating",3833,Manufacture of electrical appliances and housewares
77583,"Electr.hair dressing apparatus,curlers etc.",3833,Manufacture of electrical appliances and housewares
77584,Electric smoothing irons,3833,Manufacture of electrical appliances and housewares
77585,Electric blankets,3212,Manufacture of made-up textile goods except wea ing apparel
77586,"Electro-thermic domestic appliances, n.e.s.",3833,Manufacture of electrical appliances and housewares
77587,Electric heating resistors,3833,Manufacture of electrical appliances and housewares
77589,Parts of the appliances of 775.81/82/83/84/86/87,3833,Manufacture of electrical appliances and housewares
77681,"Piezo-electric crystals,mounted",3832,"Manufacture of radio, television and communication equipment and apparatus"
77689,Parts of components of 776--,3832,"Manufacture of radio, television and communication equipment and apparatus"
77811,Primary cells and primary batteries and parts,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77812,Electric accumulators,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77819,Parts of electric accumulators,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77821,"Filament lamps,no infra-red-ultra-violet lamps",3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77822,"Discharge lamps,other than ultra-violet",3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77824,"Infra-red lamps,ultra-violet lamps & arc-lamps",3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77829,Parts of the lamps of 778.2-,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77831,Electr.starting & ignition equipment,3831,Manufacture of electrical industrial machinery and apparatus
77832,"Electr.lighting & signaling equip.,defrosters etc.",3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77881,"Electro-magnets,permanent magnets,clamps,vices etc",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
77882,"Elect.traffic control equip.for railways,roads etc",3832,"Manufacture of radio, television and communication equipment and apparatus"
77883,Elect.sound & visual signalling apparatus,3832,"Manufacture of radio, television and communication equipment and apparatus"
77884,"Elect.capacitors,condensers, fixed or variable",3832,"Manufacture of radio, television and communication equipment and apparatus"
77885,Particle accelerators and parts,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
77886,Other elect.appl.having individual functions,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77887,"Carbon brushes,arc-lamp carbons,carbon electrodes",3839,Manufacture of electrical apparatus and supplies not elsewhere classified
77889,Elect.parts of machinery and apparatus n.e.s.,3839,Manufacture of electrical apparatus and supplies not elsewhere classified
78531,"Invalid cariages,motorized or not",3844,Manufacture of motorcycles and bicycles
78539,Parts of accessories of 785--,3844,Manufacture of motorcycles and bicycles
78611,Trailers & semi-trailers of the caravan type,3829,Machinery and equipment except electrical not elsewhere classified
78612,Trailers & semi-trailers for transport of goods,3843,Manufacture of motor vehicles
78613,"Containers, spec.designed for carriage",3843,Manufacture of motor vehicles
78681,"Other vehicles,not mechanically propelled",3844,Manufacture of motorcycles and bicycles
78689,"Parts of the trailers of 786.11,786.12,786.81",3843,Manufacture of motor vehicles
79151,"Rail&tramway rolling stock,workshops,cranes etc.",3842,Manufacture of railroad equipment
79152,"Rail&tramway goods vans,wagons and trucks",3842,Manufacture of railroad equipment
79191,Rail&tramway track fixtures&fittings;for signal.,3813,Manufacture of structural metal products
79199,Parts of the headings 791.1- to 791.5-,3842,Manufacture of railroad equipment
79281,Aircraft not fitted with means of propulsion,3845,Manufacture of aircraft
79282,Balloons and airships,3845,Manufacture of aircraft
79283,Catapults & sim.aircraft launching gear,3829,Machinery and equipment except electrical not elsewhere classified
79321,Yachts & other vessels for pleasure or sports,3841,Shipbuilding and repairing
79322,Tankers of all kinds,3841,Shipbuilding and repairing
79323,Other vessels for the transport of goods,3841,Shipbuilding and repairing
79324,"Trawlers and other fishing vessels,factory ships",3841,Shipbuilding and repairing
79381,Vessels specially designed for towing,3841,Shipbuilding and repairing
79382,"Light vessels,fire-floats,dredgers of all kind",3841,Shipbuilding and repairing
79383,Floating structures other than vessels,3841,Shipbuilding and repairing
81241,"Illuminating glassware,optical elements of glass",3620,Manufacture of glass and glass products
81242,Lamps & lighting fittings of base metal and parts,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
81243,Portable electric battery and magneto lamps,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
82111,"Chairs & seats,incl.chairs convertible in beds",3320,"Manufacture of furniture and fixtures, except primarily of metal"
82119,Parts of the chairs and seats of 821.11,3320,"Manufacture of furniture and fixtures, except primarily of metal"
82121,"Medical,dental,surgical or veterinary furniture",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
82122,"Mattress supports,eiderdowns,cushions,pouffes etc.",3320,"Manufacture of furniture and fixtures, except primarily of metal"
82191,"Furniture,n.e.s. of metal",3812,Manufacture of furnitures and fixtures primarily of metal
82192,"Furniture,n.e.s. of wood",3320,"Manufacture of furniture and fixtures, except primarily of metal"
82199,"Furniture,n.e.s. of other materials and parts",3320,"Manufacture of furniture and fixtures, except primarily of metal"
83101,Handbags,3233,"Manufacture of products of leather and leather substitutes, except footwear and wearing apparel"
83102,Travel goods and toilet cases,3233,"Manufacture of products of leather and leather substitutes, except footwear and wearing apparel"
83109,"Other similar containers, leather,fibres etc",3233,"Manufacture of products of leather and leather substitutes, except footwear and wearing apparel"
84211,Overcoats and other coats of wool or animal hair,3220,"Manufacture of wearing apparel, except footwear"
84219,Overcoats and other coats of other fabrics,3220,"Manufacture of wearing apparel, except footwear"
84221,"Suits,men's,of wool or fine animal hair",3220,"Manufacture of wearing apparel, except footwear"
84223,"Suits,men's,of man-made fibres",3220,"Manufacture of wearing apparel, except footwear"
84231,"Trousers,breeches etc.of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84241,"Jackets,blazers of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84291,Outer garments of fabrics of 657.32/33/39,3220,"Manufacture of wearing apparel, except footwear"
84292,Outer garments of wool or animal hair,3220,"Manufacture of wearing apparel, except footwear"
84293,Outer garments of cotton,3220,"Manufacture of wearing apparel, except footwear"
84294,Outer garments of man-made fibres,3220,"Manufacture of wearing apparel, except footwear"
84299,Outer garments of other fibres,3220,"Manufacture of wearing apparel, except footwear"
84311,Coats and jackets of wool or animal hair,3220,"Manufacture of wearing apparel, except footwear"
84312,Coats and jackets of cotton,3220,"Manufacture of wearing apparel, except footwear"
84321,"Suits,costumes,women's,of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84331,"Dresses,women's,of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84341,"Skirts,women's,of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84351,Blouses of cotton,3220,"Manufacture of wearing apparel, except footwear"
84391,Other outer garments of the fabrics 657.32/33/39,3220,"Manufacture of wearing apparel, except footwear"
84392,Other outer garments of wool or animal hair,3220,"Manufacture of wearing apparel, except footwear"
84393,Other outer garments of cotton,3220,"Manufacture of wearing apparel, except footwear"
84394,Other outer garments of man made fibres,3220,"Manufacture of wearing apparel, except footwear"
84399,Other outer garments of other fibres,3220,"Manufacture of wearing apparel, except footwear"
84411,"Shirts,men's,of cotton",3220,"Manufacture of wearing apparel, except footwear"
84412,"Shirts,men's,of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84421,"Under garments,excl.shirts,of cotton",3220,"Manufacture of wearing apparel, except footwear"
84422,"Under garments,excl.shirts,of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84429,"Under garments,excl.shirts,of other fibres",3220,"Manufacture of wearing apparel, except footwear"
84431,"Under garments,womens,of cotton",3220,"Manufacture of wearing apparel, except footwear"
84432,"Under garments,womens,of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84511,"Jerseys,pull-overs,etc.of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84512,"Jerseys,pull-overs,etc.of cotton",3220,"Manufacture of wearing apparel, except footwear"
84521,"Dresses,skirts,suits etc,of wool or animal hair",3220,"Manufacture of wearing apparel, except footwear"
84522,"Dresses,skirts,suits etc,of cotton",3220,"Manufacture of wearing apparel, except footwear"
84523,"Dresses,skirts,suits etc,of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84524,"Dresses,skirts,suits etc,of regenerated fibres",3220,"Manufacture of wearing apparel, except footwear"
84591,Other outer garments & clothing wool or an.hair,3220,"Manufacture of wearing apparel, except footwear"
84592,Other outer garments & clothing of cotton,3220,"Manufacture of wearing apparel, except footwear"
84593,Other outer garments & clothing of synthet. fibres,3220,"Manufacture of wearing apparel, except footwear"
84594,Other outer garments & clothing of regener. fibres,3220,"Manufacture of wearing apparel, except footwear"
84599,Other outer garments & clothing of other fibres,3220,"Manufacture of wearing apparel, except footwear"
84621,"Shirts,men s,knitted of cotton",3220,"Manufacture of wearing apparel, except footwear"
84629,"Other under garments,knitted,of cotton",3220,"Manufacture of wearing apparel, except footwear"
84631,"Panty hose (tights),knitted,of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84632,"Shirts,men s,knitted of synthetic fibres",3220,"Manufacture of wearing apparel, except footwear"
84651,Brassieres,3220,"Manufacture of wearing apparel, except footwear"
84652,"Corsets,braces,garters and the like",3220,"Manufacture of wearing apparel, except footwear"
84711,Handkerchiefs,3220,"Manufacture of wearing apparel, except footwear"
84712,"Shawls,scrarves,mufflers,veils and the like",3220,"Manufacture of wearing apparel, except footwear"
84713,"Ties,bow ties & cravats of textile fabrics",3220,"Manufacture of wearing apparel, except footwear"
84714,"Gloves,mittens,stockings,socks of text.fabrics",3220,"Manufacture of wearing apparel, except footwear"
84719,"Made up accessories,n.e.s., of textile fabbrics",3220,"Manufacture of wearing apparel, except footwear"
84721,"Gloves,mittens,mitts,knitted or crocheted",3220,"Manufacture of wearing apparel, except footwear"
84722,"Stockings,ankle-socks and the like",3220,"Manufacture of wearing apparel, except footwear"
84821,Art.of apparel of artificial plastic materials,3220,"Manufacture of wearing apparel, except footwear"
84822,Art.of apparel of unhardened vulcanized rubber,3220,"Manufacture of wearing apparel, except footwear"
84831,"Articles of furskin,n.e.s.",3220,"Manufacture of wearing apparel, except footwear"
84832,Artificial fur & articles made thereof,3220,"Manufacture of wearing apparel, except footwear"
84841,Felt hats and other felt headgear,3220,"Manufacture of wearing apparel, except footwear"
84842,"Hats & other headgear,plaited or made from strips",3220,"Manufacture of wearing apparel, except footwear"
84843,"Hats & other headgear,knitted or crocheted",3220,"Manufacture of wearing apparel, except footwear"
84848,"Head-bands,linings,covers,hat frames etc.",3220,"Manufacture of wearing apparel, except footwear"
84849,"Other headgear,lined or trimmed",3220,"Manufacture of wearing apparel, except footwear"
85101,"Footwear with outer soles & uppers,rubber/plastic",3560,Manufacture of plastic products not elsewhere classified
85102,Footwear with outer soles of leather,3240,"Manufacture of footwear, except vulcanized or moulded rubber or plastic footwear"
85103,Footwear with outer soles of wood or cork,3240,"Manufacture of footwear, except vulcanized or moulded rubber or plastic footwear"
85104,Footwear with outer soles of other materials,3240,"Manufacture of footwear, except vulcanized or moulded rubber or plastic footwear"
87101,"Refracting telescopes,prismatic or not",3852,Manufacture of photographic and optical goods
87102,"Astronomical instruments,n.e.s.",3852,Manufacture of photographic and optical goods
87103,Microscopes & diffraction apparatus,3852,Manufacture of photographic and optical goods
87104,Compound optical microscopes,3852,Manufacture of photographic and optical goods
87109,Optical appliances and instruments,3852,Manufacture of photographic and optical goods
87201,Dental instruments and appliances,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87202,"Medical,surgical,veterinary instruments",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87203,"Mechano-therapy appliances,massage app.etc.",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87411,"Navigational instruments,non-electrical,compasses",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87412,"Surveying,hydrographic,meteorological instruments",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87421,"Drawing,marking-out,disc calculators and the like",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87429,"Parts,n.e.s.& accessories for the instrum.of 87421",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87451,Balances of a sensitivity of 5 cg or better,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87452,"Instruments,app.or models for demomstr. purposes",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87453,"Mach.& app.for testing hardness,strength of mat.",3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87454,Hydrometers and similar instruments,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87482,Electronic instr.for measuring ionizing radiations,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87483,Other electronic measuring instr.& apparatus,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
87489,Other electrical measuring instruments and app.,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
88111,"Photographic,cameras",3852,Manufacture of photographic and optical goods
88112,"Photographic,flashlight apparatus",3852,Manufacture of photographic and optical goods
88119,Parts of apparatus of 881.1-,3852,Manufacture of photographic and optical goods
88121,"Cinematographic cameras,projectors,sound-rec,<16mm",3852,Manufacture of photographic and optical goods
88129,Parts of apparatus of 881.2-,3852,Manufacture of photographic and optical goods
88131,"Image projectors,photographic enlargers & reducers",3852,Manufacture of photographic and optical goods
88139,App.& equip.of a kind used in photo-cinematogr.lab,3852,Manufacture of photographic and optical goods
88221,"Photographic plates,sensitized,unexposed",3529,Manufacture of chemical products not elsewhere classified
88222,"Film in rolls,sensitized,unexposed",3529,Manufacture of chemical products not elsewhere classified
88223,"Paper,paperboard & cloth,unexposed,sensitized",3529,Manufacture of chemical products not elsewhere classified
88225,"Plates,un-/perforated film exposed & developed",9999,Goods not elsewhere classified
88411,"Lenses,prisms,mirrors,optical elements,unmounted",3852,Manufacture of photographic and optical goods
88412,"Lenses,prisus,mirrors,optical elements,mounted",3852,Manufacture of photographic and optical goods
88421,"Frames and mountings,parts for spectacles etc.",3852,Manufacture of photographic and optical goods
88422,"Spectacles,pince-nez,lorgnettes and the like",3852,Manufacture of photographic and optical goods
88511,"Pocket watches,wrist watches",3853,Manufacture of watches and clocks
88512,Clocks with watch movements,3853,Manufacture of watches and clocks
88513,"Watch movements,assembled",3853,Manufacture of watches and clocks
88514,Watch cases and parts,3853,Manufacture of watches and clocks
88521,"Instrument panel clocks for vehicles,aircraft etc.",3853,Manufacture of watches and clocks
88522,"Clocks,n.e.s.",3853,Manufacture of watches and clocks
88523,Time of day recording apparatus,3853,Manufacture of watches and clocks
88524,Time switches with clock or watch movement,3853,Manufacture of watches and clocks
88525,"Clock movements,assembled",3853,Manufacture of watches and clocks
88526,Clock cases and cases of a similar type,3853,Manufacture of watches and clocks
88529,"Clock and watch parts,n.e.s.",3853,Manufacture of watches and clocks
89211,"Printed books,booklets,brochures,leaflets",3420,"Printing, publishing and allied industries"
89212,Childrens picture & painting books,3420,"Printing, publishing and allied industries"
89213,Maps and similar charts of all kinds,3420,"Printing, publishing and allied industries"
89241,Transfers (decalcomanias),3420,"Printing, publishing and allied industries"
89242,"Picture postcards,christmas cards,etc.",3420,"Printing, publishing and allied industries"
89281,Paper and paperboard labels,3420,"Printing, publishing and allied industries"
89282,"Plans and drawings,for industrial purposes",3420,"Printing, publishing and allied industries"
89283,"Unused postage,revenue and similar stamps",3420,"Printing, publishing and allied industries"
89284,Calendars of any kind of paper or paperboard,3420,"Printing, publishing and allied industries"
89285,"Music,printed or in manuscript",3420,"Printing, publishing and allied industries"
89286,"Trade advertising material,com.catalogues etc.",3420,"Printing, publishing and allied industries"
89289,"Other printed matter,n.e.s.",3420,"Printing, publishing and allied industries"
89391,Polyvinyl chloride in the form of plates,3560,Manufacture of plastic products not elsewhere classified
89394,Office or school supplies of mat.of div.58,3560,Manufacture of plastic products not elsewhere classified
89399,"Other articles,n.e.s.of mat.of div.58",3560,Manufacture of plastic products not elsewhere classified
89421,Wheeled toys designed to be ridden,3844,Manufacture of motorcycles and bicycles
89422,Dolls,3560,Manufacture of plastic products not elsewhere classified
89423,"Toys,n.e.s.;working models for recreational purp.",3909,Manufacturing industries not elsewhere classified
89424,"Equipment for parlour,table-tennis,etc. games",3909,Manufacturing industries not elsewhere classified
89425,"Carnival articles,entertainment art. etc.",3909,Manufacturing industries not elsewhere classified
89461,"Firearms,pistols,revolvers for blank ammunition",3829,Machinery and equipment except electrical not elsewhere classified
89462,"Other arms,air-spring & sim. pistols,rifles",3829,Machinery and equipment except electrical not elsewhere classified
89463,"Sporting,hunting & target-shooting ammunition",3829,Machinery and equipment except electrical not elsewhere classified
89471,"Fish-hooks,line fishing rods and tackle etc.",3903,Manufacture of sporting and athletic goods
89472,Appl.appa.acces.for gymnastics or for sports,3903,Manufacture of sporting and athletic goods
89473,"Roundabouts,swings,shooting galleries etc.",3829,Machinery and equipment except electrical not elsewhere classified
89511,"Filing cabinets,racks,sim.office equipment",3812,Manufacture of furnitures and fixtures primarily of metal
89512,"Fittings for loose-leaf binders,clips,staples etc.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
89521,"Fountain pens,stylograph pens and pencils",3909,Manufacturing industries not elsewhere classified
